iter,reward,reward_avg,advantage,loss,ratio,error_tokens,time
239,2.9749999046325684,1.4709559679031372,1.5040439367294312,-1.804852843284607,8.148847579956055,0,4.307188510894775
240,2.9749999046325684,1.6213603019714355,1.3536396026611328,-1.624367594718933,3.7514095306396484,0,4.902001142501831
241,1.975000023841858,1.656724214553833,0.3182758092880249,-0.3182726204395294,0.9999899864196777,0,4.3441431522369385
242,2.9749999046325684,1.7885518074035645,1.186448097229004,-1.2120500802993774,1.0215786695480347,0,4.341738224029541
243,0.7250000238418579,1.6821966171264648,-0.9571965932846069,1.1466751098632812,1.1979515552520752,2,4.3694212436676025
244,-0.5249999761581421,1.4614769220352173,-1.9864768981933594,1.5891815423965454,0.5680379867553711,4,4.34333348274231
245,0.10000000149011612,1.3253291845321655,-1.2253291606903076,1.0654312372207642,0.8695061802864075,3,4.394986867904663
246,-0.5249999761581421,1.140296220779419,-1.665296196937561,1.3322370052337646,0.6532329320907593,4,4.419370889663696
247,0.7250000238418579,1.098766565322876,-0.37376654148101807,0.3737553656101227,0.9999700784683228,2,4.3954758644104
248,2.9749999046325684,1.2863898277282715,1.6886100769042969,-2.026332139968872,1.362079381942749,0,4.386091709136963
249,2.075000047683716,1.365250825881958,0.7097492218017578,-0.8042269349098206,1.133114218711853,1,4.368854999542236
250,1.350000023841858,1.3637256622314453,-0.013725638389587402,0.019909363240003586,1.4505236148834229,1,4.959299564361572
251,1.350000023841858,1.3623530864715576,-0.012353062629699707,0.012361028231680393,1.0006448030471802,1,4.386802434921265
252,2.9749999046325684,1.5236177444458008,1.4513821601867676,-1.4551788568496704,1.0026159286499023,0,4.547841310501099
253,1.4500000476837158,1.5162558555603027,-0.06625580787658691,0.08330321311950684,1.2572968006134033,2,4.537560701370239
254,0.7250000238418579,1.4371302127838135,-0.7121301889419556,0.7137323021888733,1.0022497177124023,2,4.51544976234436
255,1.100000023841858,1.4034172296524048,-0.3034172058105469,0.5032652616500854,1.6586576700210571,3,4.397519111633301
256,0.7250000238418579,1.3355754613876343,-0.6105754375457764,0.48846036195755005,0.7671397924423218,2,4.412461757659912
257,-0.925000011920929,1.1095179319381714,-2.034518003463745,3.835042715072632,1.8849883079528809,4,4.2993552684783936
258,-0.5249999761581421,0.9460660815238953,-1.4710659980773926,1.8598499298095703,1.2642872333526611,4,4.320108890533447
259,1.100000023841858,0.9614594578742981,0.13854056596755981,-0.16482023894786835,1.1896893978118896,3,4.339226245880127
260,1.100000023841858,0.9753134846687317,0.12468653917312622,-0.14962385594844818,1.6882582902908325,3,6.3992531299591064
261,1.350000023841858,1.012782096862793,0.33721792697906494,-0.3367835283279419,0.9987118244171143,1,5.706103563308716
262,-0.5249999761581421,0.8590038418769836,-1.3840038776397705,1.4475425481796265,1.0459092855453491,4,4.416930198669434
263,-0.5249999761581421,0.7206034064292908,-1.245603322982788,1.3956128358840942,1.1204311847686768,4,4.390431642532349
264,1.100000023841858,0.758543074131012,0.34145694971084595,-0.18656976521015167,0.5463932156562805,3,4.3488993644714355
265,-0.5249999761581421,0.6301887631416321,-1.155188798904419,0.9241510629653931,0.41789692640304565,4,4.354091167449951
266,0.7250000238418579,0.6396698355674744,0.08533018827438354,-0.10021801292896271,1.1744731664657593,2,4.375825881958008
267,2.9749999046325684,0.8732028007507324,2.101797103881836,-2.0416154861450195,0.9713665843009949,0,4.871678590774536
268,1.350000023841858,0.9208824634552002,0.4291175603866577,-0.44610416889190674,1.039584994316101,1,4.530415773391724
269,0.7250000238418579,0.9012941718101501,-0.17629414796829224,0.21496884524822235,1.2193759679794312,2,4.566883087158203
270,0.7250000238418579,0.8836647272109985,-0.15866470336914062,0.6431183218955994,4.053317070007324,2,3.795740842819214
271,2.9749999046325684,1.0927982330322266,1.8822016716003418,-1.8794260025024414,0.9985253214836121,0,4.372038841247559
272,1.725000023841858,1.1560183763504028,0.5689816474914551,-0.6558521389961243,1.1526771783828735,2,5.135544300079346
273,1.100000023841858,1.1504164934158325,-0.05041646957397461,0.06054430827498436,1.2008835077285767,3,4.495590925216675
274,-0.5249999761581421,0.9828747510910034,-1.5078747272491455,2.006192922592163,1.330477237701416,4,4.451758146286011
275,1.350000023841858,1.0195872783660889,0.33041274547576904,-0.23482605814933777,0.7107052206993103,1,4.353430986404419
276,-0.5249999761581421,0.8651285171508789,-1.390128493309021,1.9160643815994263,1.3783361911773682,4,4.349886417388916
277,-0.5249999761581421,0.7261156439781189,-1.2511155605316162,1.0008925199508667,0.39275234937667847,4,4.316778659820557
278,-0.5249999761581421,0.6010040640830994,-1.1260039806365967,0.9008032083511353,0.3357223868370056,4,4.376965045928955
279,2.9749999046325684,0.838403582572937,2.136596202850342,-2.563915491104126,27.559101104736328,0,4.488154172897339
280,2.9749999046325684,1.052063226699829,1.9229366779327393,-1.8816378116607666,0.9785230159759521,0,4.991276502609253
281,0.7250000238418579,1.0193568468093872,-0.2943568229675293,0.294319212436676,0.9998722076416016,2,4.671728849411011
282,-0.5249999761581421,0.8649211525917053,-1.3899211883544922,1.3549745082855225,0.9748570919036865,4,4.384702444076538
283,0.7250000238418579,0.8509290218353271,-0.12592899799346924,0.1251855343580246,0.9940961599349976,2,4.324131965637207
284,0.7250000238418579,0.8383361101150513,-0.11333608627319336,0.12753328680992126,1.1252663135528564,2,4.342636823654175
285,-0.5249999761581421,0.7020024657249451,-1.2270023822784424,2.053281545639038,1.673412799835205,4,4.3766913414001465
286,2.9749999046325684,0.9293022155761719,2.0456976890563965,-2.039499282836914,0.996969997882843,0,3.176809310913086
287,2.9749999046325684,1.1338719129562378,1.8411279916763306,-2.2093536853790283,1.2385094165802002,0,2.875251531600952
288,2.9749999046325684,1.317984700202942,1.6570152044296265,-1.6552238464355469,0.9989189505577087,0,4.169238805770874
289,0.10000000149011612,1.1961861848831177,-1.0961861610412598,2.087985038757324,1.904772400856018,3,8.024672746658325
290,-0.5249999761581421,1.0240675210952759,-1.549067497253418,2.0568511486053467,1.3277995586395264,4,4.962082862854004
291,-0.5249999761581421,0.8691607117652893,-1.3941607475280762,1.4441306591033936,1.0358422994613647,4,4.321975231170654
292,-0.5249999761581421,0.7297446131706238,-1.254744529724121,1.0263047218322754,0.8179391622543335,4,4.392533779144287
293,2.9749999046325684,0.9542701244354248,2.0207297801971436,-2.0202817916870117,0.9997783303260803,0,4.3334877490997314
294,1.100000023841858,0.9688431024551392,0.13115692138671875,-0.13722780346870422,1.046287178993225,3,4.380671739578247
295,-0.5249999761581421,0.8194587826728821,-1.344458818435669,1.0755671262741089,0.7500612139701843,4,4.357607126235962
296,-0.5249999761581421,0.6850128769874573,-1.2100129127502441,1.2031617164611816,0.9943379163742065,4,4.39754319190979
297,-0.5249999761581421,0.5640115737915039,-1.089011549949646,1.0365465879440308,0.9518232941627502,4,4.404118537902832
298,1.350000023841858,0.6426103711128235,0.7073896527290344,-0.8488675951957703,2.024604320526123,1,4.375550270080566
299,-0.5249999761581421,0.5258492827415466,-1.050849199295044,12.963714599609375,12.336417198181152,4,4.46706223487854
